,title,year,month,journal,code,weight,code_label,id,gen_code
576,Life after the Red menace,1987,Dec,U.S. News & World Report,5,6.67,irrelevant,578,1
577,Life among the 'meritocrats',1993,Aug,U.S. News & World Report,1,1.0,"relinequality, explicit",579,1
578,Life among the cyberfolk,1995,Mar,U.S. News & World Report,5,6.67,irrelevant,580,0
579,Lining Up That Second Career Takes Focus,2008,Sep,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),581,0
580,"Listen up, tax tinkerers: let's be fair",1989,Oct,Time,1,6.67,"relinequality, explicit",582,1
581,"Listen, can we talk?",1989,Mar,Newsweek,2,6.67,"relinequality, implicit",583,0
582,"Listen, learn--change",2001,May,U.S. News & World Report,1,1.0,"relinequality, explicit",584,0
583,"Listen, the U.S. is better, stronger, and faster than anywhere else in the world. (cover story)",2012,May,Newsweek,4,6.67,"releconomy (employment, economy)",585,1
584,Living the Dream,1999,Jul,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",586,0
585,Living with inflation,1980,Feb,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),587,0
586,Living with less inflation,1991,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",588,0
587,Look who's antiwar now,1990,Sep,Time,5,6.67,irrelevant,589,1
588,Looking to Washington to Save Housing,2008,Feb,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),590,1
589,Losing Altitude,2003,Apr,U.S. News & World Report,2,6.67,"relinequality, implicit",591,1
590,Losing big under Treasury II,1985,Jun,Time,1,6.67,"relinequality, explicit",592,0
591,Losing the inner instincts,1980,Jun,Time,4,6.67,"releconomy (employment, economy)",593,0
592,Lost to the Ages,2003,Apr,Time,5,10.0,irrelevant,594,0
593,Lower minimum wage for teenagers?,1983,Apr,U.S. News & World Report,2,6.67,"relinequality, implicit",595,0
594,Macho Tax Cuts,1995,Jun,Newsweek,1,10.0,"relinequality, explicit",596,1
595,Mad dogs and congressman,1994,Feb,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",597,1
596,Made (Again) in the U.S.A.,2011,Oct,Time,4,6.67,"releconomy (employment, economy)",598,1
597,Maestro of the business cycle?,1994,Aug,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),599,1
598,Making Friends of Foes,2004,Jun,Newsweek,5,10.0,irrelevant,600,1
599,Making Money Last For Life,1999,Oct,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),601,1
600,Making moving pay off,1986,Jun,U.S. News & World Report,5,6.67,irrelevant,602,0
601,Making of a Minsk tractor,1980,Jun,Time,5,6.67,irrelevant,603,1
602,Man Of The Hour,2005,Aug,U.S. News & World Report,5,6.67,irrelevant,604,0
603,"Man of the Year: Common touch, a bit of vanity, and growing anxiety",1982,Jan,Time,5,6.67,irrelevant,605,1
604,Man of the Year: interview with Lech Walesa,1982,Jan,Time,5,6.67,irrelevant,606,0
605,Marching out of step,1984,May,Time,5,6.67,irrelevant,607,1
606,Married to the Job,2009,Feb,Time,3,6.67,relchanges (income/wages/earnings/etc.),608,1
607,McCain's Burden,2010,Jul,Newsweek,5,6.67,irrelevant,609,0
608,Meet David Stockman,1981,Feb,Newsweek,1,10.0,"relinequality, explicit",610,0
609,Meet Free-lunch Forbes,1996,Feb,Newsweek,1,6.67,"relinequality, explicit",611,0
610,Membership Has Its Penalties,2009,Jan,Newsweek,2,6.67,"relinequality, implicit",612,1
611,Men at Overwork,2003,Aug,Newsweek,1,6.67,"relinequality, explicit",613,1
612,Mergers' New Twist: Divorce Insurance,2005,Jul,Newsweek,1,10.0,"relinequality, explicit",614,1
613,Message to job seekers: good luck,1992,Sep,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),615,0
614,"Middle Class, R.I.P.",2012,,"Newsweek; 6/25/2012, Vol. 159 Issue 26, p22-22, 1p, 1 Color Photograph",1,1.0,"relinequality, explicit",616,1
615,Middle-class warfare,1990,Jun,U.S. News & World Report,1,6.67,"relinequality, explicit",617,1
616,Monetary instability,1981,Jun,Newsweek,4,6.67,"releconomy (employment, economy)",618,1
617,Money Watch,2006,Dec,U.S. News & World Report,5,6.67,irrelevant,619,0
618,Money Watch,2006,Jan,U.S. News & World Report,5,6.67,irrelevant,620,1
619,Money Watch,2006,Nov,U.S. News & World Report,5,6.67,irrelevant,621,1
620,Money Watch,2007,Nov,U.S. News & World Report,5,6.67,irrelevant,622,1
621,Money Watch,2007,Oct,U.S. News & World Report,5,6.67,irrelevant,623,0
622,Money Watch April 25 2005,2005,Apr,U.S. News & World Report,5,6.67,irrelevant,624,1
623,Money Watch December 19 2005,2005,Dec,U.S. News & World Report,5,6.67,irrelevant,625,1
624,Money Watch June 6 2005,2005,Jun,U.S. News & World Report,2,6.67,"relinequality, implicit",626,0
625,Money Watch May 2 2005,2005,May,U.S. News & World Report,5,6.67,irrelevant,627,1
626,Money Watch October 3 2005,2005,Oct,U.S. News & World Report,5,6.67,irrelevant,628,1
627,Money Watch- August 29 2005,2005,Aug,U.S. News & World Report,5,6.67,irrelevant,629,1
628,Money Watch- December 5 2005,2005,Dec,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",630,1
629,Monkey business,1982,May,U.S. News & World Report,2,6.67,"relinequality, implicit",631,0
630,Moore in The E.R.,2007,May,Time,5,6.67,irrelevant,632,1
631,More Than One Kind of Shelter,2004,Dec,U.S. News & World Report,5,6.67,irrelevant,633,1
632,More moves in the game,1996,Feb,U.S. News & World Report,5,6.67,irrelevant,634,1
633,More severe slump,1980,May,Time,4,6.67,"releconomy (employment, economy)",635,1
634,"More union leaders join $100,000-plus club",1985,Mar,U.S. News & World Report,2,6.67,"relinequality, implicit",636,0
635,Moving in,1993,Jan,Time,3,6.67,relchanges (income/wages/earnings/etc.),637,0
636,Ms. Right,2005,Apr,Time,5,6.67,irrelevant,638,1
637,Mugabe's Last Stand,2008,Mar,Newsweek,5,6.67,irrelevant,639,0
638,Muted thunder on the right,1982,Jul,Time,5,6.67,irrelevant,640,0
639,NFL strike throws both sides for loss,1982,Nov,U.S. News & World Report,5,6.67,irrelevant,641,0
640,Nails for Solidarity's coffin,1986,Jun,Time,5,6.67,irrelevant,642,1
641,National identity card?,1980,Sep,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",643,0
642,Never say never,1989,Jan,Time,5,6.67,irrelevant,644,1
643,New Jobs Blossom in Leisure Field,1984,Aug,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),645,1
644,New Power for the Pen,1996,Apr,Time,4,10.0,"releconomy (employment, economy)",646,0
645,New Tax Breaks for Homeowners,1982,Jan,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),647,0
646,New economics,1981,Nov,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),648,0
647,New from Congress: Business as Usual,1992,Aug,Newsweek,1,10.0,"relinequality, explicit",649,1
648,New math for inflation,1981,Nov,Newsweek,5,6.67,irrelevant,650,1
649,New resolve by the new right,1980,Dec,Time,5,6.67,irrelevant,651,0
650,No Easy Options,2004,Apr,Time,5,10.0,irrelevant,652,0
651,No more government-as-usual,1993,Apr,U.S. News & World Report,5,6.67,irrelevant,653,0
652,No place like home,1993,Nov,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),654,1
653,No taxation without simplification,1988,Aug,U.S. News & World Report,5,6.67,irrelevant,655,1
654,Nominal vs. Real News,2005,Aug,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),656,1
655,Northwest passage,1998,Sep,Newsweek,5,6.67,irrelevant,657,0
656,Not Mother Nature's way,1999,Nov,Newsweek,5,6.67,irrelevant,658,1
657,Not guilty by necessity,1987,Apr,Time,5,6.67,irrelevant,659,0
658,Now Willie Horton stalks the GOP,1989,Mar,U.S. News & World Report,5,6.67,irrelevant,660,0
659,Now we're on our own,1989,Feb,Newsweek,5,10.0,irrelevant,661,1
660,Now we're talking some real money,2001,Apr,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),662,1
661,"Now, Social in-security",1993,Feb,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),663,1
662,Obama Preaches Deficit Sanity.,2011,Apr,Time,4,6.67,"releconomy (employment, economy)",664,1
663,Obama's CEO Problem,2010,Jul,Newsweek,4,6.67,"releconomy (employment, economy)",665,0
664,Obama's Old Deal,2010,Sep,Newsweek,1,6.67,"relinequality, explicit",666,0
665,Obama's Unfair Shot.,2012,Jun,Newsweek,2,6.67,"relinequality, implicit",667,0
666,Obamacare vs. Medicare.,2012,Dec,Time,2,6.67,"relinequality, implicit",668,1
667,Of cash and Carey,1997,Oct,Time,5,6.67,irrelevant,669,1
668,"Of men, women, and money",2005,Mar,U.S. News & World Report,5,1.0,irrelevant,670,1
669,Of winners and losers and pure puzzlement,1994,Apr,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),671,0
670,Off the radar screen,1994,Jan,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),672,1
671,Off to market we go,1994,Apr,U.S. News & World Report,5,6.67,irrelevant,673,1
672,Office in the home,1982,Jun,U.S. News & World Report,5,6.67,irrelevant,674,0
673,"Oh, That Miserable Economy!",2005,Dec,U.S. News & World Report,2,6.67,"relinequality, implicit",675,1
674,"Oh, for haven's sake!",2002,May,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",676,1
675,"Oh, no, the federal deficit is shrinking!",1997,Jan,U.S. News & World Report,1,10.0,"relinequality, explicit",677,0
676,Oil union blues,1983,Oct,Time,5,6.67,irrelevant,678,0
677,On a Roll,2004,Jan,U.S. News & World Report,1,6.67,"relinequality, explicit",679,1
678,On heaven's ticket,1994,Jun,Time,5,6.67,irrelevant,680,1
679,On the Tax Program,1981,Jun,U.S. News & World Report,1,10.0,"relinequality, explicit",681,0
680,One for the hawks,1992,Dec,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),682,1
681,One for the rank and file,1993,Jul,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),683,0
682,One way to keep inflation down,1983,May,Newsweek v. 101 (May 2 1983) p. 17,1,6.67,"relinequality, explicit",684,1
683,One-armed economists,2003,May,U.S. News & World Report,2,6.67,"relinequality, implicit",685,0
684,Our 'Kindness Deficit' of Care,2004,Nov,Newsweek,5,6.67,irrelevant,686,0
685,Our Great Recession Obsession,2007,Nov,Newsweek,2,6.67,"relinequality, implicit",687,1
686,Our POWs Shoudn't Have to Wait Anymore,2002,Nov,Newsweek,5,6.67,irrelevant,688,1
687,Our healthcare guilt trip,2003,Oct,U.S. News & World Report,5,6.67,irrelevant,689,0
688,Our identity crisis,1995,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",690,0
689,Out of hiding,1986,Oct,Time,5,6.67,irrelevant,691,0
690,Out of the woods?,1980,Jun,U.S. News & World Report v. 88 (June 16 1980) p. 104,3,6.67,relchanges (income/wages/earnings/etc.),692,0
691,Pampering the elderly I,1990,Oct,Newsweek,1,10.0,"relinequality, explicit",693,1
692,Pampering the elderly II,1990,Nov,Newsweek,2,10.0,"relinequality, implicit",694,1
693,Pandering for votes,1992,Jan,Newsweek,1,6.67,"relinequality, explicit",695,0
694,Papa's little deduction,1991,Jun,Newsweek,1,6.67,"relinequality, explicit",696,1
695,Paying for the Clinton plan,1993,Jun,Time,5,6.67,irrelevant,697,0
696,Paying the Price,2004,Apr,U.S. News & World Report,5,10.0,irrelevant,698,0
697,Per Capita Income State by State,1983,May,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),699,0
698,"Physician, wheel thyself",1991,May,Newsweek,4,10.0,"releconomy (employment, economy)",700,0
699,Picking Through The Wreckage,2008,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),701,1
700,Picking up the pace,1999,Feb,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),702,1
701,Pie in the sky,1987,Jan,Time,1,10.0,"relinequality, explicit",703,0
702,Plague of job hoppers,1981,Jun,Time,3,6.67,relchanges (income/wages/earnings/etc.),704,1
703,Planning for Retirement,1982,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),705,0
704,Playing Both Sides of the Fence,2005,Dec,Time,5,6.67,irrelevant,706,0
705,Playing Fair on Taxes,2006,May,U.S. News & World Report,1,1.0,"relinequality, explicit",707,1
706,Playing Russian roulette,1980,Dec,Time,5,6.67,irrelevant,708,1
707,Playing hardball,1993,Apr,Newsweek v. 121 (April 19 1993) p. 24-5,1,6.67,"relinequality, explicit",709,1
708,Playing politics with jobs,1983,Feb,Newsweek,2,6.67,"relinequality, implicit",710,1
709,Plenty of Job Openings - for Right Skills,1980,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),711,1
710,Poking a Stick Into The 'Hive Mind',2006,Aug,Newsweek,5,6.67,irrelevant,712,0
711,Poland buys some time,1981,Feb,Newsweek,5,6.67,irrelevant,713,0
712,Poland faces a grim winter,1981,Oct,Newsweek,5,6.67,irrelevant,714,0
713,Poland vs. Russia: the Pope steps in,1981,Sep,U.S. News & World Report,5,6.67,irrelevant,715,1
714,Poland's coal miners: pampered but rebellious,1982,Oct,U.S. News & World Report,5,6.67,irrelevant,716,1
715,Poland's man of peace,1983,Oct,Newsweek,5,6.67,irrelevant,717,1
716,Poland: the long road ahead,1989,Sep,Newsweek,5,6.67,irrelevant,718,0
717,Poles send their rulers a message,1984,May,U.S. News & World Report,5,6.67,irrelevant,719,0
718,Political shift to right--will it last in '80s?,1981,Feb,U.S. News & World Report,5,6.67,irrelevant,720,1
719,Politics Over Reason,1982,Aug,Time,3,10.0,relchanges (income/wages/earnings/etc.),721,1
720,Portrait of '82,1982,Dec,Newsweek,4,6.67,"releconomy (employment, economy)",722,1
721,Portrait of a Bull Market,2006,Nov,Time,2,6.67,"relinequality, implicit",723,1
722,Postal mortem?,2001,Nov,U.S. News & World Report,5,6.67,irrelevant,724,1
723,Postcard: Islamabad,2007,Jul,Time,5,6.67,irrelevant,725,0
724,Postcard: Warsaw,2008,Dec,Time,5,6.67,irrelevant,726,1
725,Postpone Retirement?,2009,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),727,1
726,Prepare to deal with a murky market,2001,Jan,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),728,1
727,"President's Budget Proposal, Phase II",1985,Apr,U.S. News & World Report,2,10.0,"relinequality, implicit",729,0
728,Priceless image making,2004,Jan,U.S. News & World Report,5,6.67,irrelevant,730,0
729,Profiting from Europe's pain,1992,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),731,1
730,Profits and Tax Breaks - Bonanza for Business,1984,Jan,U.S. News & World Report,2,10.0,"relinequality, implicit",732,0
731,Progeny of Proposition 13,1984,Nov,Time,3,10.0,relchanges (income/wages/earnings/etc.),733,0
732,Program for a New Federalism,1982,Jan,Time,2,10.0,"relinequality, implicit",734,1
733,"Promises, promises",1990,Jul,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),735,0
734,Prudent and responsible?,1980,Feb,Time,2,6.67,"relinequality, implicit",736,0
735,Public Sector Profligacy,2010,Oct,U.S. News & World Report,1,1.0,"relinequality, explicit",737,1
736,Putting Down a Riot,2004,Jun,U.S. News & World Report,5,6.67,irrelevant,738,0
737,Putting the budget in perspective,1982,Feb,U.S. News & World Report,1,10.0,"relinequality, explicit",739,1
738,Quitting Time,2004,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),740,1
739,"RICH AMERICA, POOR AMERICA.",2012,,"Newsweek; 1/23/2012, Vol. 159 Issue 4, p42-47, 6p",1,1.0,"relinequality, explicit",741,0
740,Rage Could End Up Hurting Us,2009,Mar,Newsweek,1,6.67,"relinequality, explicit",742,0
741,Rage against the machine,1999,Dec,Time,2,6.67,"relinequality, implicit",743,0
742,Rage builds in South Korea,1987,Jun,U.S. News & World Report,5,6.67,irrelevant,744,0
743,Raging global price plague,1980,Mar,Time,4,6.67,"releconomy (employment, economy)",745,1
744,Rana Foroohar,2012,,"Time; 11/19/2012, Vol. 180 Issue 21, p35-35, 1p",1,1.0,"relinequality, explicit",746,1
745,Reaching out to labor,1985,Apr,Time,3,6.67,relchanges (income/wages/earnings/etc.),747,1
746,Reagan and Congress square off again,1982,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",748,1
747,Reagan extends a peace pipe to unions,1981,Dec,U.S. News & World Report v. 91 (December 14 1981) p. 67,2,6.67,"relinequality, implicit",749,0
748,Reagan mixes it up with the Democrats,1982,Oct,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",750,0
749,Reagan readies the ax,1981,Feb,Newsweek,1,6.67,"relinequality, explicit",751,0
750,Reagan's Ailing Economy,1981,Sep,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),752,1
751,Reagan's Fall Offensive,1981,Sep,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),753,1
752,Reagan's Local Fallout,1981,Dec,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),754,0
753,Reagan's Rx for a sick economy,1981,Jan,U.S. News & World Report,2,6.67,"relinequality, implicit",755,1
754,"Reagan's top aide sizes up economy, Mideast",1982,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",756,0
755,Reagan: eyes right,1987,Mar,Newsweek,5,6.67,irrelevant,757,0
756,Real cost of things you buy,1980,Oct,U.S. News & World Report,5,6.67,irrelevant,758,0
757,Reality bites the GOP Contract,1995,Apr,U.S. News & World Report,1,6.67,"relinequality, explicit",759,0
758,Reality of the Deficit Hits Washington,1985,Nov,U.S. News & World Report,2,10.0,"relinequality, implicit",760,0
759,Recalling in sorrow and hope,1982,Aug,Time,5,6.67,irrelevant,761,1
760,Recovery forecast: not yet,1980,Dec,Time,3,6.67,relchanges (income/wages/earnings/etc.),762,1
761,"Red Nation, Blue Nation",2007,Jun,U.S. News & World Report,5,6.67,irrelevant,763,0
762,Referendum on Reagan,1982,Oct,Newsweek,2,6.67,"relinequality, implicit",764,0
763,Reining in the rich,1994,Dec,Time,1,6.67,"relinequality, explicit",765,0
764,Reinventing China,1989,May,U.S. News & World Report,5,10.0,irrelevant,766,0
765,Remembering the dream,1983,Sep,Newsweek,5,6.67,irrelevant,767,0
766,Renewed effort for subminimum wage,1985,Jun,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),768,0
767,Repeal the Marriage Tax?,1995,Apr,Newsweek,1,10.0,"relinequality, explicit",769,1
768,Restiveness on the right,1990,Dec,Time,5,6.67,irrelevant,770,0
769,Rethinking health care,1994,Jun,Newsweek,5,6.67,irrelevant,771,1
770,Retirement Roulette,1998,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),772,1
771,Return of the Luddites,1999,Dec,Time,5,6.67,irrelevant,773,1
772,"Rich Man, Poor Man",2006,Jun,U.S. News & World Report,1,1.0,"relinequality, explicit",774,1
773,Riding Out Rising Prices,2005,Apr,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),775,1
774,Right face!,1991,Jul,Time,5,6.67,irrelevant,776,0
775,Right: a house divided?,1981,Feb,Newsweek,5,6.67,irrelevant,777,0
776,Rise of the permatemp,1999,Jul,Time v. 154 no. 2 (July 12 1999) p. 48,2,6.67,"relinequality, implicit",778,1
777,Robot revolution,1980,Dec,Time v. 116 (December 8 1980) p. 72-8+,1,6.67,"relinequality, explicit",779,0
778,Romney's Long March.,2012,Mar,Time,5,6.67,irrelevant,780,0
779,"Rookie Teacher, Age 50",2001,Apr,Time,3,10.0,relchanges (income/wages/earnings/etc.),781,1
780,Ross Perot's cons,1993,Jun,U.S. News & World Report,2,6.67,"relinequality, implicit",782,0
781,Ross Perot's precarious plan,1992,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),783,0
782,Rot on the right,1992,Aug,Time,5,6.67,irrelevant,784,0
783,Rumbles on the right,1985,Aug,Time,5,6.67,irrelevant,785,0
784,Runnin' scared of recession,1991,Oct,Newsweek,2,6.67,"relinequality, implicit",786,0
785,Rush to the Bottom. (cover story),2012,Mar,Newsweek,5,6.67,irrelevant,787,1
786,Rush to the Gold Coast,1982,May,Time,1,6.67,"relinequality, explicit",788,1
787,Russia walks its own tightrope in Poland,1981,Apr,U.S. News & World Report,5,6.67,irrelevant,789,0
788,SHOPPING: THE RICH AND THE REST.,2011,,"Time; October 10 2011, Vol. 178 Issue 14, p39-39, 1p",1,1.0,"relinequality, explicit",790,0
789,Saint Sarah,2010,Jun,Newsweek,5,6.67,irrelevant,791,1
790,Saving Eskimo Capitalism,1987,Jan,Newsweek,4,10.0,"releconomy (employment, economy)",792,0
791,Saving the Fairies,2005,May,U.S. News & World Report,1,6.67,"relinequality, explicit",793,1
792,Saving the Surplus,2000,Jan,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),794,1
793,Say No to Class War,2008,Aug,Time,1,1.0,"relinequality, explicit",795,1
794,Scandal as usual,2002,Dec,U.S. News & World Report,5,6.67,irrelevant,796,0
795,Scenes from A Revolution.,2011,Aug,Time,5,6.67,irrelevant,797,1
796,Schools are my business,1987,May,Newsweek,5,6.67,irrelevant,798,0
797,Scuffling over satellites,1998,Aug,Newsweek,5,6.67,irrelevant,799,0
798,Seeking Bargains Abroad?,1983,Jun,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",800,0
799,Seeking the 'Real' Roberts,2005,Aug,Newsweek,5,6.67,irrelevant,801,0
800,"Sell in,' Bliss Out",1997,Dec,Newsweek,1,10.0,"relinequality, explicit",802,0
801,Selling Tax Credits - a Hot New Market,1981,Nov,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",803,1
802,Senate's Mr. Right,1981,Mar,Newsweek,5,6.67,irrelevant,804,1
803,Setting up shop down Mexico way,1981,May,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),805,0
804,Settling with the IRS for $200 million,1984,Oct,Newsweek,5,6.67,irrelevant,806,0
805,Sewing up a victory for textile workers,1980,Nov,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),807,1
806,Shadow of the bear,1980,Sep,Newsweek,5,6.67,irrelevant,808,1
807,Shape up--or else!,1991,Jul,Newsweek,5,6.67,irrelevant,809,1
808,Sharing profits at Baby Bells,1986,Aug,Newsweek,2,6.67,"relinequality, implicit",810,0
809,Shoot-out at tech gap,1987,Oct,Time,4,6.67,"releconomy (employment, economy)",811,0
810,Shoring up the right,1983,Oct,Newsweek,5,6.67,irrelevant,812,0
811,Should investors flock to China?,1996,Jun,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),813,1
812,Showdown Over Spending,2007,Sep,U.S. News & World Report,2,10.0,"relinequality, implicit",814,0
813,Signs of a summer thaw,1982,Jul,Newsweek,5,6.67,irrelevant,815,0
814,Sizing Up the Savings Plans,2003,Feb,Newsweek,1,10.0,"relinequality, explicit",816,1
815,Sleepwalking Toward DD-Day,2007,Oct,Newsweek,2,10.0,"relinequality, implicit",817,0
816,"Sleepwalking to Sanctions, Again",2007,Oct,Newsweek,5,6.67,irrelevant,818,0
817,Slim pickings in the rubble,1994,Aug,U.S. News & World Report,5,6.67,irrelevant,819,1
818,Smoke gets in their eyes,1997,Jun,Time,3,10.0,relchanges (income/wages/earnings/etc.),820,1
819,So Long to the Wealth Effect?,2005,Oct,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),821,1
820,So the Rich Get Richer?,2005,May,U.S. News & World Report,1,1.0,"relinequality, explicit",822,0
821,"So, who lost the surplus?",2001,Sep,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),823,0
822,Solidarity lends a hand,1981,Aug,Newsweek,5,6.67,irrelevant,824,1
823,Solidarity runs for cover,1982,Oct,Newsweek,5,6.67,irrelevant,825,0
824,Sorting the Bad from the Not So Bad,2003,May,Time,5,10.0,irrelevant,826,0
825,South Africa: Beyond Sanctions,1986,Nov,U.S. News & World Report,5,10.0,irrelevant,827,0
826,Special Report: After Saddam,2003,Dec,U.S. News & World Report,5,10.0,irrelevant,828,1
827,Spending for a rainy day,2001,Apr,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),829,0
828,Spending to Rebuild America,2008,Dec,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),830,1
829,Splashy support in Damascus.,2011,Nov,Time,5,6.67,irrelevant,831,1
830,Spoiled Rotten Apple.,2012,Feb,Newsweek,4,6.67,"releconomy (employment, economy)",832,1
831,Spotlight: California's Budget Crisis,2009,Jul,Time,3,6.67,relchanges (income/wages/earnings/etc.),833,0
832,Spread the Wealth? What's New?,2008,Nov,Newsweek,1,1.0,"relinequality, explicit",834,1
833,Spreading Financial Crisis Imperils State Budgets,2008,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",835,0
834,Spring fever,1983,Mar,Time,5,6.67,irrelevant,836,0
835,Squaring off again,1985,Sep,U.S. News & World Report,2,6.67,"relinequality, implicit",837,0
836,Squeezing American workers,1996,Jan,U.S. News & World Report,1,1.0,"relinequality, explicit",838,1
837,Stalemate in the streets,1982,Sep,Newsweek,5,6.67,irrelevant,839,0
838,Stampede of the States to Raise Road Taxes,1983,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),840,0
839,Standing Pat? Civil war on the right: how Buchanan's challenge could beat Bush,1992,Mar,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),841,1
840,Standoff at Rzeszow,1981,Feb,Time,5,6.67,irrelevant,842,1
841,State by State: Where Taxes are steepest,1986,Jan,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),843,0
842,State of the Union: Reagan at Midterm,1983,Jan,Newsweek,2,10.0,"relinequality, implicit",844,1
843,Still Blind to the Poverty,2006,Sep,Newsweek,1,6.67,"relinequality, explicit",845,1
844,Still Looking For Mr. Right,2007,Oct,Time,5,6.67,irrelevant,846,1
845,Still the American century,1997,Feb,U.S. News & World Report,2,6.67,"relinequality, implicit",847,1
846,"Stimulating Talk, Redux",2008,Jan,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),848,1
847,Stimulating Times,2008,Nov,Time,2,6.67,"relinequality, implicit",849,1
848,Stockman's 100-Day Plan,1980,Dec,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),850,1
849,Storming the oil platforms,1999,Jan,U.S. News & World Report,5,6.67,irrelevant,851,1
850,Straight out of the mean streets,1991,Jun,Time,5,6.67,irrelevant,852,0
851,Struck in the Middle.,2011,,"Time; August 15 2011, Vol. 178 Issue 6, p26-26, 1p",1,1.0,"relinequality, explicit",853,1
852,Stuck in the Middle.,2011,Oct,Time,5,6.67,irrelevant,854,0
853,Student Loan Pinch,2006,Feb,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),855,1
854,Stumping for jobs,2003,Sep,U.S. News & World Report,1,6.67,"relinequality, explicit",856,0
855,Stupid tax tricks,2001,Jun,Time,1,6.67,"relinequality, explicit",857,0
856,"Suddenly, troubles in Tokyo",1990,Mar,U.S. News & World Report,5,6.67,irrelevant,858,1
857,Summer's sizzling boom,1984,Aug,U.S. News & World Report,2,6.67,"relinequality, implicit",859,1
858,Summertime Blues,2008,Jul,Newsweek,2,6.67,"relinequality, implicit",860,1
859,Super-Luxe Maternity.,2012,May,Newsweek,5,6.67,irrelevant,861,1
860,Suppose they sue? Why companies shouldn't fret so much about bias cases,1997,Sep,U.S. News & World Report,5,6.67,irrelevant,862,0
861,Supreme conservatism,1991,Oct,Newsweek,5,6.67,irrelevant,863,0
862,Surprise goodies from Uncle Sam,2001,Jun,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),864,1
863,TANISHA'S TIPS: 10 Smart Financial Tips for Your 20s & 30s.,2012,Aug,Time,4,6.67,"releconomy (employment, economy)",865,0
