,title,year,month,journal,code,weight,code_label,id,content,gen_code
464,Reagan's Local Fallout,1981,Dec,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),754,Yes,1
465,Reagan's Rx for a sick economy,1981,Jan,U.S. News & World Report,2,6.67,"relinequality, implicit",755,Yes,1
466,"Reagan's top aide sizes up economy, Mideast",1982,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",756,Yes,1
467,Reality bites the GOP Contract,1995,Apr,U.S. News & World Report,1,6.67,"relinequality, explicit",759,Yes,1
468,Reality of the Deficit Hits Washington,1985,Nov,U.S. News & World Report,2,10.0,"relinequality, implicit",760,Yes,1
469,Recovery forecast: not yet,1980,Dec,Time,3,6.67,relchanges (income/wages/earnings/etc.),762,No,0
470,Referendum on Reagan,1982,Oct,Newsweek,2,6.67,"relinequality, implicit",764,Yes,1
471,Reining in the rich,1994,Dec,Time,1,6.67,"relinequality, explicit",765,Yes,1
472,Renewed effort for subminimum wage,1985,Jun,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),768,Yes,1
473,Repeal the Marriage Tax?,1995,Apr,Newsweek,1,10.0,"relinequality, explicit",769,Yes,1
474,Retirement Roulette,1998,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),772,Output: No,0
475,"Rich Man, Poor Man",2006,Jun,U.S. News & World Report,1,1.0,"relinequality, explicit",774,Yes,1
476,Riding Out Rising Prices,2005,Apr,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),775,No,0
477,Rise of the permatemp,1999,Jul,Time v. 154 no. 2 (July 12 1999) p. 48,2,6.67,"relinequality, implicit",778,Yes,1
478,Robot revolution,1980,Dec,Time v. 116 (December 8 1980) p. 72-8+,1,6.67,"relinequality, explicit",779,"The article does not reference American economic inequality. The text appears to be a statistical report on state and local tax collections in the United States, listing various states' tax revenues per person and as a percentage of personal income. It does not discuss or mention issues related to economic inequality. Therefore, the output is ""No"".",0
479,"Rookie Teacher, Age 50",2001,Apr,Time,3,10.0,relchanges (income/wages/earnings/etc.),781,No,0
480,Ross Perot's cons,1993,Jun,U.S. News & World Report,2,6.67,"relinequality, implicit",782,Output: Yes,1
481,Ross Perot's precarious plan,1992,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),783,Yes,1
482,Runnin' scared of recession,1991,Oct,Newsweek,2,6.67,"relinequality, implicit",786,Yes,1
483,Rush to the Gold Coast,1982,May,Time,1,6.67,"relinequality, explicit",788,No,0
484,SHOPPING: THE RICH AND THE REST.,2011,,"Time; October 10 2011, Vol. 178 Issue 14, p39-39, 1p",1,1.0,"relinequality, explicit",790,Yes,1
485,Saving Eskimo Capitalism,1987,Jan,Newsweek,4,10.0,"releconomy (employment, economy)",792,Yes,1
486,Saving the Fairies,2005,May,U.S. News & World Report,1,6.67,"relinequality, explicit",793,Yes,1
487,Saving the Surplus,2000,Jan,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),794,Output: Yes,1
488,Say No to Class War,2008,Aug,Time,1,1.0,"relinequality, explicit",795,No,0
489,Seeking Bargains Abroad?,1983,Jun,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",800,No,0
490,"Sell in,' Bliss Out",1997,Dec,Newsweek,1,10.0,"relinequality, explicit",802,No,0
491,Selling Tax Credits - a Hot New Market,1981,Nov,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",803,No,0
492,Setting up shop down Mexico way,1981,May,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),805,Yes,1
493,Sewing up a victory for textile workers,1980,Nov,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),807,Yes,1
494,Sharing profits at Baby Bells,1986,Aug,Newsweek,2,6.67,"relinequality, implicit",810,Yes,1
495,Shoot-out at tech gap,1987,Oct,Time,4,6.67,"releconomy (employment, economy)",811,No,0
496,Should investors flock to China?,1996,Jun,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),813,No,0
497,Showdown Over Spending,2007,Sep,U.S. News & World Report,2,10.0,"relinequality, implicit",814,No,0
498,Sizing Up the Savings Plans,2003,Feb,Newsweek,1,10.0,"relinequality, explicit",816,Yes,1
499,Sleepwalking Toward DD-Day,2007,Oct,Newsweek,2,10.0,"relinequality, implicit",817,Yes,1
500,Smoke gets in their eyes,1997,Jun,Time,3,10.0,relchanges (income/wages/earnings/etc.),820,"Input: ""Smoke gets in their eyes""

Output: Yes",1
501,So Long to the Wealth Effect?,2005,Oct,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),821,Yes,1
502,So the Rich Get Richer?,2005,May,U.S. News & World Report,1,1.0,"relinequality, explicit",822,Yes,1
503,"So, who lost the surplus?",2001,Sep,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),823,Yes,1
504,Spending for a rainy day,2001,Apr,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),829,No,0
505,Spending to Rebuild America,2008,Dec,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),830,Yes,1
506,Spoiled Rotten Apple.,2012,Feb,Newsweek,4,6.67,"releconomy (employment, economy)",832,"Input: ""Spoiled Rotten Apple.""

Output: Yes",1
507,Spotlight: California's Budget Crisis,2009,Jul,Time,3,6.67,relchanges (income/wages/earnings/etc.),833,Yes,1
508,Spread the Wealth? What's New?,2008,Nov,Newsweek,1,1.0,"relinequality, explicit",834,Yes,1
509,Spreading Financial Crisis Imperils State Budgets,2008,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",835,Yes,1
510,Squaring off again,1985,Sep,U.S. News & World Report,2,6.67,"relinequality, implicit",837,No,0
511,Squeezing American workers,1996,Jan,U.S. News & World Report,1,1.0,"relinequality, explicit",838,Yes,1
512,Stampede of the States to Raise Road Taxes,1983,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),840,No,0
513,Standing Pat? Civil war on the right: how Buchanan's challenge could beat Bush,1992,Mar,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),841,Yes,1
514,State by State: Where Taxes are steepest,1986,Jan,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),843,No,0
515,State of the Union: Reagan at Midterm,1983,Jan,Newsweek,2,10.0,"relinequality, implicit",844,Yes,1
516,Still Blind to the Poverty,2006,Sep,Newsweek,1,6.67,"relinequality, explicit",845,Yes,1
517,Still the American century,1997,Feb,U.S. News & World Report,2,6.67,"relinequality, implicit",847,Yes,1
518,"Stimulating Talk, Redux",2008,Jan,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),848,"Input: ""Stimulating Talk, Redux""

Output: Yes",1
519,Stimulating Times,2008,Nov,Time,2,6.67,"relinequality, implicit",849,No,0
520,Stockman's 100-Day Plan,1980,Dec,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),850,Yes,1
521,Struck in the Middle.,2011,,"Time; August 15 2011, Vol. 178 Issue 6, p26-26, 1p",1,1.0,"relinequality, explicit",853,Yes,1
522,Student Loan Pinch,2006,Feb,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),855,Yes,1
523,Stumping for jobs,2003,Sep,U.S. News & World Report,1,6.67,"relinequality, explicit",856,Yes,1
524,Stupid tax tricks,2001,Jun,Time,1,6.67,"relinequality, explicit",857,Yes,1
525,Summer's sizzling boom,1984,Aug,U.S. News & World Report,2,6.67,"relinequality, implicit",859,No,0
526,Summertime Blues,2008,Jul,Newsweek,2,6.67,"relinequality, implicit",860,Output: Yes,1
527,Surprise goodies from Uncle Sam,2001,Jun,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),864,No,0
528,TANISHA'S TIPS: 10 Smart Financial Tips for Your 20s & 30s.,2012,Aug,Time,4,6.67,"releconomy (employment, economy)",865,No,0
529,THE CONSERVATIVE IDENTITY CRISIS,2012,Feb,Time,1,6.67,"relinequality, explicit",866,No,0
530,THE GREAT DEFORMER.,2012,Oct,Newsweek,2,6.67,"relinequality, implicit",867,Yes,1
531,THE PHENOM.,2012,Oct,Time,2,6.67,"relinequality, implicit",868,Yes,1
532,THE TRUTH TALKER. (cover story),2012,Jan,Newsweek,4,6.67,"releconomy (employment, economy)",869,No,0
533,Take Health Reform Into Account,2010,Dec,U.S. News & World Report,2,6.67,"relinequality, implicit",871,Output: No,0
534,Take this revolution,1995,Spring,Time,1,6.67,"relinequality, explicit",872,No,0
535,Take-home pay,1982,Jun,Time,1,6.67,"relinequality, explicit",873,Output: No,0
536,Taking air out of the recovery,1992,Aug,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),876,Yes,1
537,Tax Bill Takes Shape in Congress,1983,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),878,Yes,1
538,Tax Changes On the Way,1984,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),879,No,0
539,Tax Cuts: Reagan Digs In,1981,Jun,Newsweek,1,10.0,"relinequality, explicit",880,Yes,1
540,Tax Dates to Remember,1984,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),881,No,0
541,Tax Time.,2012,Mar,Time,4,6.67,"releconomy (employment, economy)",882,No,0
542,Tax Tips on Sale of a Home,1980,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),883,No,0
543,Tax cuts and circuses,1995,Apr,Time,1,6.67,"relinequality, explicit",885,Yes,1
544,Tax reform: who'd be hurt if it passes,1985,May,U.S. News & World Report,1,6.67,"relinequality, explicit",888,Yes,1
545,Tax tactics to ease the pain,1994,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),890,"Input: ""Tax tactics to ease the pain""

Output: No",0
546,Tax writers weigh odds on reform,1985,Nov,U.S. News & World Report,1,6.67,"relinequality, explicit",892,Yes,1
547,"Tax, Tax; Spend, Spend",1982,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),893,Output: Yes,1
548,Tax-reform bill--and Reagan--on the ropes,1985,Dec,U.S. News & World Report,1,6.67,"relinequality, explicit",894,No,0
549,Taxes as an antidote to addiction,1994,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),896,No,0
550,Test case for labor,1981,Oct,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),897,Yes,1
551,"Thanks, Rich People!",2007,Mar,Time,1,1.0,"relinequality, explicit",899,Yes,1
552,That '70s market,2002,Apr,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),900,No,0
553,The $758 Billion Budget - And Where It All Goes,1982,Feb,U.S. News & World Report,2,10.0,"relinequality, implicit",902,Yes,1
554,The '80s: a final reckoning,1993,Mar,Newsweek,1,6.67,"relinequality, explicit",903,Yes,1
555,The Age of Bloomberg,2008,Oct,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),904,Output: Yes,1
556,The American Dream,1986,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),905,"Input: ""The American Dream""

Output: Yes",1
557,The American Dream Goes On,2008,Jun,U.S. News & World Report,1,1.0,"relinequality, explicit",906,Yes,1
558,The Battle of the Budget,1980,Jun,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),909,Yes,1
559,The Best Job for You,2007,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),911,No,0
560,The Best-Laid Plans,1981,Jun,Time,1,10.0,"relinequality, explicit",912,Yes,1
561,The Blinders Of Politics,2003,Jun,Newsweek,1,6.67,"relinequality, explicit",913,Yes,1
562,The Breedy Bunch,2009,May,Time,3,6.67,relchanges (income/wages/earnings/etc.),915,No,0
563,The Budget Bill Goes on Trial,1986,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),916,No,0
564,The Budget Grudge Match,1985,Jul,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),917,No,0
565,The Budget: Bumps Ahead,1981,Mar,Newsweek,1,10.0,"relinequality, explicit",918,Yes,1
566,The Contemplative Bomb-Thrower,1995,Jan,Newsweek,1,10.0,"relinequality, explicit",919,Yes,1
567,The Deregulation Myth.,2011,Nov,Time,4,6.67,"releconomy (employment, economy)",920,"Input: ""The Deregulation Myth.""

Output: No",0
568,The Economic Fallout,1982,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),921,Yes,1
569,The End of Upward Mobility?,2009,Jan,Newsweek,1,1.0,"relinequality, explicit",923,Yes,1
570,The Face of Anger.,2011,Oct,Newsweek,1,6.67,"relinequality, explicit",925,Yes,1
571,"The Fall of America, Inc.",2008,Oct,Newsweek,1,6.67,"relinequality, explicit",926,Yes,1
572,The Fate of the Middle Class,2009,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",927,"Input: ""The Fate of the Middle Class""

Output: Yes",1
573,The GOP Ground Game,2009,Apr,Newsweek,4,6.67,"releconomy (employment, economy)",929,No,0
574,The GOP Looks West,2010,Jun,Newsweek,4,6.67,"releconomy (employment, economy)",930,No,0
575,The GOP contract's fine print,1995,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),931,Yes,1
576,The Great American Internship Swindle.,2011,Nov,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),932,Yes,1
577,The Growing Gap in Retraining,1983,Mar,Time,3,10.0,relchanges (income/wages/earnings/etc.),933,Yes,1
578,The High Stakes of First Jobs,2010,May,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),934,Yes,1
579,The Humpty Dumpty Budget,1985,May,Time,3,10.0,relchanges (income/wages/earnings/etc.),935,Yes,1
580,The Income Gap,2007,Jan,U.S. News & World Report,1,1.0,"relinequality, explicit",936,Yes,1
581,The Inequality Dodge.,2012,,"Newsweek; 2/6/2012, Vol. 159 Issue 6, p25-25, 1p, 1 Color Photograph",1,1.0,"relinequality, explicit",937,Yes,1
582,The Inside Story,1986,Apr,Newsweek,1,10.0,"relinequality, explicit",938,Yes,1
583,The Issues,2009,Dec,Newsweek,4,6.67,"releconomy (employment, economy)",939,No,0
584,The Jobs Slog,2010,Oct,Newsweek,2,6.67,"relinequality, implicit",941,Yes,1
585,The Laborer's Lot,2003,Sep,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),943,Yes,1
586,The Leasing Life,2007,Apr,Time,3,10.0,relchanges (income/wages/earnings/etc.),945,No,0
587,"The Lowdown on That Big, Bad Slowdown",2007,Dec,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),947,Yes,1
588,The Man Swinging Reagan's Budget Ax,1981,Feb,U.S. News & World Report,2,10.0,"relinequality, implicit",948,Output: Yes,1
589,The Market's Mixed Message,2007,Nov,U.S. News & World Report,1,6.67,"relinequality, explicit",949,No,0
590,The Mike Mulligan moment,1997,May,Time,2,6.67,"relinequality, implicit",950,Output: Yes,1
591,The Millennials,2008,Apr,Time,3,10.0,relchanges (income/wages/earnings/etc.),951,No,0
592,The Money Man,2008,Oct,Newsweek,1,6.67,"relinequality, explicit",953,No,0
593,The New Class Action,2003,Sep,Time,1,6.67,"relinequality, explicit",954,Yes,1
594,The New Culture War over Fairness.,2012,,"Time; 10/22/2012, Vol. 180 Issue 17, p25-25, 1p",2,1.0,"relinequality, implicit",955,Yes,1
595,The New Heroine of the Right,1981,Oct,Newsweek,4,10.0,"releconomy (employment, economy)",956,"Input: ""The New Heroine of the Right""

Output: No",0
596,The Palin Effect,2008,Oct,Time,1,10.0,"relinequality, explicit",959,No,0
597,The Peace Dividend,1998,Jan,Newsweek,4,10.0,"releconomy (employment, economy)",960,No,0
598,The President's Whiz Kids,2009,Jun,Newsweek,3,1.0,relchanges (income/wages/earnings/etc.),962,No,0
599,The Private Sector Isn't Fine Enough.,2012,Jun,Time,3,6.67,relchanges (income/wages/earnings/etc.),964,Yes,1
600,The Quagmire Of Inequality,2007,Jun,Newsweek,1,1.0,"relinequality, explicit",965,Yes,1
601,The Rage over Goldman Sachs,2009,Aug,Time,1,6.67,"relinequality, explicit",966,Yes,1
602,The Really Unfair Tax,2003,Feb,Time,1,6.67,"relinequality, explicit",968,Yes,1
603,The Right Alms at Texas.,2011,Jun,Newsweek,4,6.67,"releconomy (employment, economy)",970,No,0
604,The Savings Trap,1997,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),971,Yes,1
605,The Selling of the Squeeze,1981,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),972,Yes,1
606,The Tax Game in Insurance,1986,Nov,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),974,No,0
607,The Tax Revolt Loses More Steam,1980,Nov,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),975,Yes,1
608,The Tea Party's Triumph,2011,Aug,Time,1,6.67,"relinequality, explicit",976,No,0
609,The Third Battlefront: Money,2006,Oct,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",978,No,0
610,The Time Is Right for Health Reform,2009,Feb,U.S. News & World Report,1,6.67,"relinequality, explicit",979,No,0
611,The Unmighty Dollar,2003,Mar,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),983,Yes,1
612,The Upside of Recession?,2007,Apr,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),984,No,0
613,The Vital Center,2010,Feb,Time,4,6.67,"releconomy (employment, economy)",985,No,0
614,The War for your Wallet,2004,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",986,Yes,1
615,The Widening Income Gap,1981,Oct,Newsweek,1,10.0,"relinequality, explicit",988,Yes,1
616,The World Bails Us Out,2008,Feb,Newsweek,4,6.67,"releconomy (employment, economy)",989,No,0
617,The World Is Not Flat,2006,Sep,U.S. News & World Report,1,6.67,"relinequality, explicit",990,No,0
618,The bittersweet joys of low inflation,1985,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",992,Yes,1
619,The boom generation,2000,Feb,Newsweek,1,6.67,"relinequality, explicit",994,Yes,1
620,The center does not hold,1993,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),996,No,0
621,The children's crusade,1996,Jun,Time,1,6.67,"relinequality, explicit",997,Yes,1
622,The coming global boom,1990,Jul,U.S. News & World Report,2,6.67,"relinequality, implicit",999,No,0
623,The debate misled the public,1993,Aug,Newsweek,1,10.0,"relinequality, explicit",1002,Yes,1
624,The disinflation blues,1982,Apr,Newsweek,1,6.67,"relinequality, explicit",1003,No,0
625,The economy after a year of recovery,1983,Dec,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",1004,Output: Yes,1
626,"The face of the Senate is destined for change, and so is Bush's budget",2001,Sep,U.S. News & World Report,2,10.0,"relinequality, implicit",1005,Yes,1
627,The first cuts are the hardest,1997,Jun,U.S. News & World Report,1,10.0,"relinequality, explicit",1007,"Input: ""The first cuts are the hardest""

Output: Yes",1
628,The force is still with us,1997,Nov,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1008,Output: No,0
629,The ghost of Herbert Hoover,2000,Oct,Newsweek,1,6.67,"relinequality, explicit",1009,No,0
630,The great pay game,1990,Feb,Newsweek,1,1.0,"relinequality, explicit",1011,Yes,1
631,The growing perils of plunging profits,2001,Aug,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1013,Yes,1
632,The gutsiest governor in America,1992,Apr,Time,1,6.67,"relinequality, explicit",1014,Yes,1
633,The insurgents,2009,Jun,Newsweek,1,6.67,"relinequality, explicit",1016,Yes,1
634,The key voting blocs,1988,Aug,U.S. News & World Report,1,6.67,"relinequality, explicit",1018,Yes,1
635,The making of a miracle,1986,Aug,Time,1,6.67,"relinequality, explicit",1019,Yes,1
636,The making of old money,1988,Aug,U.S. News & World Report,1,6.67,"relinequality, explicit",1020,Output: Yes,1
637,The markets vote,1988,Nov,Time,2,6.67,"relinequality, implicit",1022,Yes,1
638,The more and less deserving rich,1994,Apr,Newsweek,1,1.0,"relinequality, explicit",1024,Yes,1
639,The myth of cyber inequality: computers are not causing growing wage differences,1995,Feb,Newsweek,1,1.0,"relinequality, explicit",1025,Yes,1
640,The new 'save our wealth' voters,1992,Jun,U.S. News & World Report,1,6.67,"relinequality, explicit",1029,Yes,1
641,The new odd couple,2000,Jun,Newsweek,1,6.67,"relinequality, explicit",1030,Yes,1
642,The new straight talk,1993,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),1031,Yes,1
643,The new world of paychecks,1995,Mar,U.S. News & World Report,1,1.0,"relinequality, explicit",1032,Yes,1
644,The next bite: Paying for health care,1993,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),1033,No,0
645,The old well runs dry,1999,Mar,Time,1,6.67,"relinequality, explicit",1034,Yes,1
646,The perils of productivity,2003,Nov,U.S. News & World Report,2,6.67,"relinequality, implicit",1035,Yes,1
647,The politics of cynicism,2004,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1036,Yes,1
648,The poor aren't poorer,1994,Jul,U.S. News & World Report,1,1.0,"relinequality, explicit",1037,Yes,1
649,The push for a jobs program,1983,Jan,Newsweek,2,6.67,"relinequality, implicit",1042,Yes,1
650,The rediscovery of the U.S. economy,1994,Feb,Newsweek,1,6.67,"relinequality, explicit",1044,No,0
651,The rich get richer,2000,Feb,U.S. News & World Report,1,1.0,"relinequality, explicit",1046,Yes,1
652,The split personality economy,2001,Jul,Newsweek,2,6.67,"relinequality, implicit",1049,Yes,1
653,The state of the union,1995,Jan,Time,1,6.67,"relinequality, explicit",1050,Yes,1
654,The tax cut bites the dust . . .,1999,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1051,Yes,1
655,The uncompetitive society,1988,Apr,U.S. News & World Report,2,6.67,"relinequality, implicit",1054,Yes,1
656,Their Turn to Pay?,1993,Dec,Time,1,10.0,"relinequality, explicit",1057,Yes,1
657,There's More Than One Way to Diversity,2006,Dec,Time,1,1.0,"relinequality, explicit",1058,No,0
658,They Only Look Dead,2009,May,Time,4,6.67,"releconomy (employment, economy)",1059,No,0
659,This Won't Hurt a Bit,2010,Mar,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1061,No,0
660,Those Cuts: How Deep is Deep?,1981,Sep,Time,2,10.0,"relinequality, implicit",1063,Yes,1
661,Those sky-high health costs,1982,Jul,Time,3,6.67,relchanges (income/wages/earnings/etc.),1064,Yes,1
662,Thrift Is the New Fashion,2008,Nov,Newsweek,2,6.67,"relinequality, implicit",1065,Yes,1
663,Time Is Money.,2011,Nov,Time,4,6.67,"releconomy (employment, economy)",1070,Yes,1
664,Time for a Career Audit,2009,May,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1071,No,0
665,Time to Start Over,2010,Nov,Time,2,6.67,"relinequality, implicit",1072,Yes,1
666,Time to bet against the buck?,1996,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1073,No,0
667,"To Stay Safe, Sell Stocks?",2009,Jul,U.S. News & World Report,2,6.67,"relinequality, implicit",1075,No,0
668,To have and have less,1999,Jul,U.S. News & World Report,1,1.0,"relinequality, explicit",1076,Yes,1
669,"To the Rich, From America",2008,Jan,Newsweek,1,1.0,"relinequality, explicit",1077,Yes,1
670,Too Safe A Bet?,2006,Jun,U.S. News & World Report,1,10.0,"relinequality, explicit",1078,Yes,1
671,Too big to fail is one of the biggest problems we face in this country.,2009,Dec,Time,2,6.67,"relinequality, implicit",1079,Output: Yes,1
672,Tough economic outlook,1980,Jul,Newsweek,2,6.67,"relinequality, implicit",1080,Yes,1
673,Trading Places,2003,Jan,U.S. News & World Report,1,6.67,"relinequality, explicit",1083,Yes,1
674,Trial balloons on tax reform,1995,Jul,U.S. News & World Report,1,6.67,"relinequality, explicit",1084,Yes,1
675,Trickle-Up Economics,2006,Oct,Newsweek,1,1.0,"relinequality, explicit",1085,Yes,1
676,Trouble at the Tea Party,1980,Dec,Time,3,10.0,relchanges (income/wages/earnings/etc.),1087,Yes,1
677,Turkey and Trimmings,1987,Nov,Time,2,10.0,"relinequality, implicit",1090,Yes,1
678,Two-tier pay stirs backlash among workers,1985,Sep,U.S. News & World Report,2,1.0,"relinequality, implicit",1095,Yes,1
679,U.S. Investors' Love Affair With Foreign Stocks,1984,Apr,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1096,No,0
680,U.S. economy in crisis,1981,Jan,Newsweek,2,6.67,"relinequality, implicit",1097,Yes,1
681,Uncertainty? Don't Be So Sure.,2011,Oct,Time,4,6.67,"releconomy (employment, economy)",1098,Yes,1
682,Unconstitutional,1986,Feb,Time,4,10.0,"releconomy (employment, economy)",1100,No,0
683,Uncooperative patient,1991,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1101,Yes,1
684,Unemployment hits 8.9{percent},1982,Jan,Newsweek,2,6.67,"relinequality, implicit",1102,Yes,1
685,Unemployment hits a high,1982,Apr,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1103,Yes,1
686,Unemployment turns the corner,1983,Feb,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",1105,Yes,1
687,Unemployment: a new plateau,1985,Mar,Newsweek,4,6.67,"releconomy (employment, economy)",1106,Yes,1
688,Unexpected signs of health,1981,Apr,Time,2,6.67,"relinequality, implicit",1107,Yes,1
689,Unions brace for more attacks from Reagan,1984,Nov,U.S. News & World Report,2,6.67,"relinequality, implicit",1109,Yes,1
690,Unions strike out in Washington,1981,Aug,U.S. News & World Report,1,6.67,"relinequality, explicit",1110,Yes,1
691,Unions' strategy to bust the Reagan budget,1982,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",1111,Yes,1
692,Uphill battle,1992,Dec,Newsweek,1,1.0,"relinequality, explicit",1113,Yes,1
693,Upper East Sliders,2008,Oct,Newsweek,1,6.67,"relinequality, explicit",1114,Yes,1
694,Using IRA's for Tax-Smart Investing,1985,Jun,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1116,No,0
695,Vanishing surpluses,2001,Sep,U.S. News & World Report,1,6.67,"relinequality, explicit",1117,Yes,1
696,"WELCOME BACK TO THE WHITE HOUSE, MR. PRESIDENT. (cover story)",2012,Oct,Newsweek,2,6.67,"relinequality, implicit",1119,No,0
697,WHY AMERICA MUST REVIVE ITS MIDDLE CLASS.,2011,,"Time; October 10 2011, Vol. 178 Issue 14, p30-32, 3p",1,1.0,"relinequality, explicit",1120,Yes,1
698,WHY I WENT ON STRIKE.,2012,Dec,Time,3,6.67,relchanges (income/wages/earnings/etc.),1121,Yes,1
699,Waiting for Reaganomics,1980,Nov,Time,2,6.67,"relinequality, implicit",1123,Yes,1
700,Waiting for a shoe to drop,2002,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1124,No,0
701,Wal-Mart Nation,2005,Jun,Time,4,10.0,"releconomy (employment, economy)",1127,No,0
702,Wal-Mart's Most Wanted,2005,Jun,U.S. News & World Report,2,10.0,"relinequality, implicit",1128,Yes,1
703,Walking a fine line on taxes,1997,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",1129,Yes,1
704,Wall Street's Bet on the Fiscal Cliff.,2012,Dec,Time,2,6.67,"relinequality, implicit",1130,Yes,1
705,Wall Street's fear of flying,1984,Mar,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1131,No,0
706,Wallflowers at the dance,1988,Feb,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1132,Yes,1
707,Warren Buffett Is on a Radical Track. (cover story),2012,,"Time; 1/23/2012, Vol. 179 Issue 3, p32-39, 8p, 12 Color Photographs, 3 Black and White Photographs",1,1.0,"relinequality, explicit",1135,Yes,1
708,Washington Proves the Communists Right.,2011,Aug,Newsweek,4,6.67,"releconomy (employment, economy)",1136,No,0
709,Washington's Deceptions.,2012,Dec,Newsweek,2,6.67,"relinequality, implicit",1137,Output: Yes,1
710,We Are Not in This Together,2009,Apr,Newsweek,1,1.0,"relinequality, explicit",1139,Yes,1
